timestamp,dow,hour,is_weekend,traffic
2025-03-17 16:00:00,0,16,0,55.0
2025-03-17 17:00:00,0,17,0,61.0
2025-03-17 18:00:00,0,18,0,49.0
2025-03-17 19:00:00,0,19,0,36.0
2025-03-17 20:00:00,0,20,0,40.0
2025-03-18 08:00:00,1,8,0,44.0
2025-03-18 09:00:00,1,9,0,43.0
2025-03-18 10:00:00,1,10,0,33.0
2025-03-18 11:00:00,1,11,0,43.0
2025-03-18 12:00:00,1,12,0,56.0
2025-03-18 13:00:00,1,13,0,75.0
2025-03-18 14:00:00,1,14,0,70.0
2025-03-18 15:00:00,1,15,0,35.0
2025-03-18 16:00:00,1,16,0,48.0
2025-03-18 17:00:00,1,17,0,39.0
2025-03-18 18:00:00,1,18,0,46.0
2025-03-18 19:00:00,1,19,0,45.0
2025-03-18 20:00:00,1,20,0,52.0
2025-03-19 08:00:00,2,8,0,36.0
2025-03-19 09:00:00,2,9,0,37.0
2025-03-19 10:00:00,2,10,0,25.0
2025-03-19 11:00:00,2,11,0,41.0
2025-03-19 12:00:00,2,12,0,46.0
2025-03-19 13:00:00,2,13,0,50.0
2025-03-19 14:00:00,2,14,0,48.0
2025-03-19 15:00:00,2,15,0,41.0
2025-03-19 16:00:00,2,16,0,36.0
2025-03-19 17:00:00,2,17,0,39.0
2025-03-19 18:00:00,2,18,0,67.0
2025-03-19 19:00:00,2,19,0,32.0
2025-03-19 20:00:00,2,20,0,33.0
2025-03-20 08:00:00,3,8,0,57.0
2025-03-20 09:00:00,3,9,0,65.0
2025-03-20 10:00:00,3,10,0,33.0
2025-03-20 11:00:00,3,11,0,39.0
2025-03-20 12:00:00,3,12,0,57.0
2025-03-20 13:00:00,3,13,0,68.0
2025-03-20 14:00:00,3,14,0,47.0
2025-03-20 15:00:00,3,15,0,40.0
2025-03-20 16:00:00,3,16,0,57.0
2025-03-20 17:00:00,3,17,0,54.0
2025-03-20 18:00:00,3,18,0,47.0
2025-03-20 19:00:00,3,19,0,41.0
2025-03-20 20:00:00,3,20,0,31.0
2025-03-21 08:00:00,4,8,0,40.0
2025-03-21 09:00:00,4,9,0,40.0
2025-03-21 10:00:00,4,10,0,44.0
2025-03-21 11:00:00,4,11,0,38.0
2025-03-21 12:00:00,4,12,0,58.0
2025-03-21 13:00:00,4,13,0,63.0
2025-03-21 14:00:00,4,14,0,56.0
2025-03-21 15:00:00,4,15,0,45.0
2025-03-21 16:00:00,4,16,0,51.0
2025-03-21 17:00:00,4,17,0,50.0
2025-03-21 18:00:00,4,18,0,45.0
2025-03-21 19:00:00,4,19,0,45.0
2025-03-21 20:00:00,4,20,0,41.0
2025-03-22 08:00:00,5,8,1,76.0
2025-03-22 09:00:00,5,9,1,71.0
2025-03-22 10:00:00,5,10,1,62.0
2025-03-22 11:00:00,5,11,1,53.0
2025-03-22 12:00:00,5,12,1,68.0
2025-03-22 13:00:00,5,13,1,86.0
2025-03-22 14:00:00,5,14,1,79.0
2025-03-22 15:00:00,5,15,1,63.0
2025-03-22 16:00:00,5,16,1,57.0
2025-03-22 17:00:00,5,17,1,78.0
2025-03-22 18:00:00,5,18,1,74.0
2025-03-22 19:00:00,5,19,1,50.0
2025-03-22 20:00:00,5,20,1,55.0
2025-03-23 08:00:00,6,8,1,61.0
2025-03-23 09:00:00,6,9,1,59.0
2025-03-23 10:00:00,6,10,1,56.0
2025-03-23 11:00:00,6,11,1,58.0
2025-03-23 12:00:00,6,12,1,74.0
2025-03-23 13:00:00,6,13,1,78.0
2025-03-23 14:00:00,6,14,1,88.0
2025-03-23 15:00:00,6,15,1,38.0
2025-03-23 16:00:00,6,16,1,69.0
2025-03-23 17:00:00,6,17,1,72.0
2025-03-23 18:00:00,6,18,1,73.0
2025-03-23 19:00:00,6,19,1,56.0
2025-03-23 20:00:00,6,20,1,45.0
2025-03-24 08:00:00,0,8,0,45.0
2025-03-24 09:00:00,0,9,0,56.0
2025-03-24 10:00:00,0,10,0,30.0
2025-03-24 11:00:00,0,11,0,49.0
2025-03-24 12:00:00,0,12,0,52.0
2025-03-24 13:00:00,0,13,0,54.0
2025-03-24 14:00:00,0,14,0,46.0
2025-03-24 15:00:00,0,15,0,39.0
2025-03-24 16:00:00,0,16,0,61.0
2025-03-24 17:00:00,0,17,0,55.0
2025-03-24 18:00:00,0,18,0,64.0
2025-03-24 19:00:00,0,19,0,51.0
2025-03-24 20:00:00,0,20,0,46.0
2025-03-25 08:00:00,1,8,0,56.0
2025-03-25 09:00:00,1,9,0,46.0
2025-03-25 10:00:00,1,10,0,49.0
2025-03-25 11:00:00,1,11,0,40.0
2025-03-25 12:00:00,1,12,0,55.0
2025-03-25 13:00:00,1,13,0,49.0
2025-03-25 14:00:00,1,14,0,63.0
2025-03-25 15:00:00,1,15,0,33.0
2025-03-25 16:00:00,1,16,0,57.0
2025-03-25 17:00:00,1,17,0,49.0
2025-03-25 18:00:00,1,18,0,60.0
2025-03-25 19:00:00,1,19,0,48.0
2025-03-25 20:00:00,1,20,0,57.0
2025-03-26 08:00:00,2,8,0,48.0
2025-03-26 09:00:00,2,9,0,29.0
2025-03-26 10:00:00,2,10,0,41.0
2025-03-26 11:00:00,2,11,0,33.0
2025-03-26 12:00:00,2,12,0,50.0
2025-03-26 13:00:00,2,13,0,67.0
2025-03-26 14:00:00,2,14,0,60.0
2025-03-26 15:00:00,2,15,0,36.0
2025-03-26 16:00:00,2,16,0,42.0
2025-03-26 17:00:00,2,17,0,51.0
2025-03-26 18:00:00,2,18,0,41.0
2025-03-26 19:00:00,2,19,0,37.0
2025-03-26 20:00:00,2,20,0,44.0
2025-03-27 08:00:00,3,8,0,51.0
2025-03-27 09:00:00,3,9,0,47.0
2025-03-27 10:00:00,3,10,0,24.0
2025-03-27 11:00:00,3,11,0,44.0
2025-03-27 12:00:00,3,12,0,55.0
2025-03-27 13:00:00,3,13,0,58.0
2025-03-27 14:00:00,3,14,0,68.0
2025-03-27 15:00:00,3,15,0,25.0
2025-03-27 16:00:00,3,16,0,46.0
2025-03-27 17:00:00,3,17,0,55.0
2025-03-27 18:00:00,3,18,0,38.0
2025-03-27 19:00:00,3,19,0,54.0
2025-03-27 20:00:00,3,20,0,45.0
2025-03-28 08:00:00,4,8,0,49.0
2025-03-28 09:00:00,4,9,0,37.0
2025-03-28 10:00:00,4,10,0,49.0
2025-03-28 11:00:00,4,11,0,51.0
2025-03-28 12:00:00,4,12,0,56.0
2025-03-28 13:00:00,4,13,0,56.0
2025-03-28 14:00:00,4,14,0,57.0
2025-03-28 15:00:00,4,15,0,35.0
2025-03-28 16:00:00,4,16,0,49.0
2025-03-28 17:00:00,4,17,0,49.0
2025-03-28 18:00:00,4,18,0,53.0
2025-03-28 19:00:00,4,19,0,50.0
2025-03-28 20:00:00,4,20,0,34.0
2025-03-29 08:00:00,5,8,1,58.0
2025-03-29 09:00:00,5,9,1,71.0
2025-03-29 10:00:00,5,10,1,53.0
2025-03-29 11:00:00,5,11,1,52.0
2025-03-29 12:00:00,5,12,1,78.0
2025-03-29 13:00:00,5,13,1,83.0
2025-03-29 14:00:00,5,14,1,77.0
2025-03-29 15:00:00,5,15,1,69.0
2025-03-29 16:00:00,5,16,1,77.0
2025-03-29 17:00:00,5,17,1,77.0
2025-03-29 18:00:00,5,18,1,75.0
2025-03-29 19:00:00,5,19,1,77.0
2025-03-29 20:00:00,5,20,1,57.0
2025-03-30 08:00:00,6,8,1,43.0
2025-03-30 09:00:00,6,9,1,72.0
2025-03-30 10:00:00,6,10,1,55.0
2025-03-30 11:00:00,6,11,1,60.0
2025-03-30 12:00:00,6,12,1,87.0
2025-03-30 13:00:00,6,13,1,64.0
2025-03-30 14:00:00,6,14,1,66.0
2025-03-30 15:00:00,6,15,1,46.0
2025-03-30 16:00:00,6,16,1,64.0
2025-03-30 17:00:00,6,17,1,74.0
2025-03-30 18:00:00,6,18,1,75.0
2025-03-30 19:00:00,6,19,1,61.0
2025-03-30 20:00:00,6,20,1,47.0
2025-03-31 08:00:00,0,8,0,24.0
2025-03-31 09:00:00,0,9,0,42.0
2025-03-31 10:00:00,0,10,0,38.0
2025-03-31 11:00:00,0,11,0,46.0
2025-03-31 12:00:00,0,12,0,60.0
2025-03-31 13:00:00,0,13,0,56.0
2025-03-31 14:00:00,0,14,0,61.0
2025-03-31 15:00:00,0,15,0,44.0
2025-03-31 16:00:00,0,16,0,55.0
2025-03-31 17:00:00,0,17,0,45.0
2025-03-31 18:00:00,0,18,0,49.0
2025-03-31 19:00:00,0,19,0,44.0
2025-03-31 20:00:00,0,20,0,49.0
2025-04-01 08:00:00,1,8,0,41.0
2025-04-01 09:00:00,1,9,0,48.0
2025-04-01 10:00:00,1,10,0,42.0
2025-04-01 11:00:00,1,11,0,43.0
2025-04-01 12:00:00,1,12,0,64.0
2025-04-01 13:00:00,1,13,0,41.0
2025-04-01 14:00:00,1,14,0,47.0
2025-04-01 15:00:00,1,15,0,32.0
2025-04-01 16:00:00,1,16,0,34.0
2025-04-01 17:00:00,1,17,0,47.0
2025-04-01 18:00:00,1,18,0,59.0
2025-04-01 19:00:00,1,19,0,42.0
2025-04-01 20:00:00,1,20,0,46.0
2025-04-02 08:00:00,2,8,0,53.0
2025-04-02 09:00:00,2,9,0,55.0
2025-04-02 10:00:00,2,10,0,43.0
2025-04-02 11:00:00,2,11,0,55.0
2025-04-02 12:00:00,2,12,0,58.0
2025-04-02 13:00:00,2,13,0,51.0
2025-04-02 14:00:00,2,14,0,52.0
2025-04-02 15:00:00,2,15,0,32.0
2025-04-02 16:00:00,2,16,0,46.0
2025-04-02 17:00:00,2,17,0,50.0
2025-04-02 18:00:00,2,18,0,59.0
2025-04-02 19:00:00,2,19,0,58.0
2025-04-02 20:00:00,2,20,0,33.0
2025-04-03 08:00:00,3,8,0,47.0
2025-04-03 09:00:00,3,9,0,36.0
2025-04-03 10:00:00,3,10,0,48.0
2025-04-03 11:00:00,3,11,0,43.0
2025-04-03 12:00:00,3,12,0,43.0
2025-04-03 13:00:00,3,13,0,65.0
2025-04-03 14:00:00,3,14,0,52.0
2025-04-03 15:00:00,3,15,0,40.0
2025-04-03 16:00:00,3,16,0,44.0
2025-04-03 17:00:00,3,17,0,48.0
2025-04-03 18:00:00,3,18,0,56.0
2025-04-03 19:00:00,3,19,0,42.0
2025-04-03 20:00:00,3,20,0,47.0
2025-04-04 08:00:00,4,8,0,47.0
2025-04-04 09:00:00,4,9,0,55.0
2025-04-04 10:00:00,4,10,0,41.0
2025-04-04 11:00:00,4,11,0,32.0
2025-04-04 12:00:00,4,12,0,66.0
2025-04-04 13:00:00,4,13,0,55.0
2025-04-04 14:00:00,4,14,0,66.0
2025-04-04 15:00:00,4,15,0,47.0
2025-04-04 16:00:00,4,16,0,52.0
2025-04-04 17:00:00,4,17,0,56.0
2025-04-04 18:00:00,4,18,0,68.0
2025-04-04 19:00:00,4,19,0,61.0
2025-04-04 20:00:00,4,20,0,45.0
2025-04-05 08:00:00,5,8,1,63.0
2025-04-05 09:00:00,5,9,1,70.0
2025-04-05 10:00:00,5,10,1,55.0
2025-04-05 11:00:00,5,11,1,64.0
2025-04-05 12:00:00,5,12,1,80.0
2025-04-05 13:00:00,5,13,1,83.0
2025-04-05 14:00:00,5,14,1,73.0
2025-04-05 15:00:00,5,15,1,49.0
2025-04-05 16:00:00,5,16,1,57.0
2025-04-05 17:00:00,5,17,1,65.0
2025-04-05 18:00:00,5,18,1,70.0
2025-04-05 19:00:00,5,19,1,59.0
2025-04-05 20:00:00,5,20,1,77.0
2025-04-06 08:00:00,6,8,1,70.0
2025-04-06 09:00:00,6,9,1,54.0
2025-04-06 10:00:00,6,10,1,64.0
2025-04-06 11:00:00,6,11,1,58.0
2025-04-06 12:00:00,6,12,1,78.0
2025-04-06 13:00:00,6,13,1,82.0
2025-04-06 14:00:00,6,14,1,85.0
2025-04-06 15:00:00,6,15,1,59.0
2025-04-06 16:00:00,6,16,1,82.0
2025-04-06 17:00:00,6,17,1,65.0
2025-04-06 18:00:00,6,18,1,74.0
2025-04-06 19:00:00,6,19,1,82.0
2025-04-06 20:00:00,6,20,1,63.0
2025-04-07 08:00:00,0,8,0,55.0
2025-04-07 09:00:00,0,9,0,45.0
2025-04-07 10:00:00,0,10,0,49.0
2025-04-07 11:00:00,0,11,0,44.0
2025-04-07 12:00:00,0,12,0,56.0
2025-04-07 13:00:00,0,13,0,51.0
2025-04-07 14:00:00,0,14,0,61.0
2025-04-07 15:00:00,0,15,0,37.0
2025-04-07 16:00:00,0,16,0,58.0
2025-04-07 17:00:00,0,17,0,61.0
2025-04-07 18:00:00,0,18,0,56.0
2025-04-07 19:00:00,0,19,0,42.0
2025-04-07 20:00:00,0,20,0,48.0
2025-04-08 08:00:00,1,8,0,42.0
2025-04-08 09:00:00,1,9,0,51.0
2025-04-08 10:00:00,1,10,0,29.0
2025-04-08 11:00:00,1,11,0,41.0
2025-04-08 12:00:00,1,12,0,41.0
2025-04-08 13:00:00,1,13,0,45.0
2025-04-08 14:00:00,1,14,0,68.0
2025-04-08 15:00:00,1,15,0,51.0
2025-04-08 16:00:00,1,16,0,47.0
2025-04-08 17:00:00,1,17,0,41.0
2025-04-08 18:00:00,1,18,0,29.0
2025-04-08 19:00:00,1,19,0,40.0
2025-04-08 20:00:00,1,20,0,63.0
2025-04-09 08:00:00,2,8,0,47.0
2025-04-09 09:00:00,2,9,0,40.0
2025-04-09 10:00:00,2,10,0,48.0
2025-04-09 11:00:00,2,11,0,32.0
2025-04-09 12:00:00,2,12,0,55.0
2025-04-09 13:00:00,2,13,0,58.0
2025-04-09 14:00:00,2,14,0,57.0
2025-04-09 15:00:00,2,15,0,50.0
2025-04-09 16:00:00,2,16,0,56.0
2025-04-09 17:00:00,2,17,0,58.0
2025-04-09 18:00:00,2,18,0,47.0
2025-04-09 19:00:00,2,19,0,51.0
2025-04-09 20:00:00,2,20,0,57.0
2025-04-10 08:00:00,3,8,0,36.0
2025-04-10 09:00:00,3,9,0,37.0
2025-04-10 10:00:00,3,10,0,55.0
2025-04-10 11:00:00,3,11,0,42.0
2025-04-10 12:00:00,3,12,0,68.0
2025-04-10 13:00:00,3,13,0,54.0
2025-04-10 14:00:00,3,14,0,69.0
2025-04-10 15:00:00,3,15,0,45.0
2025-04-10 16:00:00,3,16,0,55.0
2025-04-10 17:00:00,3,17,0,65.0
2025-04-10 18:00:00,3,18,0,50.0
2025-04-10 19:00:00,3,19,0,36.0
2025-04-10 20:00:00,3,20,0,40.0
2025-04-11 08:00:00,4,8,0,48.0
2025-04-11 09:00:00,4,9,0,31.0
2025-04-11 10:00:00,4,10,0,49.0
2025-04-11 11:00:00,4,11,0,40.0
2025-04-11 12:00:00,4,12,0,66.0
2025-04-11 13:00:00,4,13,0,38.0
2025-04-11 14:00:00,4,14,0,51.0
2025-04-11 15:00:00,4,15,0,31.0
2025-04-11 16:00:00,4,16,0,46.0
2025-04-11 17:00:00,4,17,0,55.0
2025-04-11 18:00:00,4,18,0,51.0
2025-04-11 19:00:00,4,19,0,42.0
2025-04-11 20:00:00,4,20,0,43.0
2025-04-12 08:00:00,5,8,1,63.0
2025-04-12 09:00:00,5,9,1,54.0
2025-04-12 10:00:00,5,10,1,67.0
2025-04-12 11:00:00,5,11,1,67.0
2025-04-12 12:00:00,5,12,1,83.0
2025-04-12 13:00:00,5,13,1,85.0
2025-04-12 14:00:00,5,14,1,82.0
2025-04-12 15:00:00,5,15,1,78.0
2025-04-12 16:00:00,5,16,1,73.0
2025-04-12 17:00:00,5,17,1,71.0
2025-04-12 18:00:00,5,18,1,68.0
2025-04-12 19:00:00,5,19,1,53.0
2025-04-12 20:00:00,5,20,1,52.0
2025-04-13 08:00:00,6,8,1,54.0
2025-04-13 09:00:00,6,9,1,61.0
2025-04-13 10:00:00,6,10,1,64.0
2025-04-13 11:00:00,6,11,1,62.0
2025-04-13 12:00:00,6,12,1,74.0
2025-04-13 13:00:00,6,13,1,87.0
2025-04-13 14:00:00,6,14,1,86.0
2025-04-13 15:00:00,6,15,1,60.0
2025-04-13 16:00:00,6,16,1,69.0
2025-04-13 17:00:00,6,17,1,78.0
2025-04-13 18:00:00,6,18,1,75.0
2025-04-13 19:00:00,6,19,1,50.0
2025-04-13 20:00:00,6,20,1,61.0
2025-04-14 08:00:00,0,8,0,46.0
2025-04-14 09:00:00,0,9,0,37.0
2025-04-14 10:00:00,0,10,0,46.0
2025-04-14 11:00:00,0,11,0,32.0
2025-04-14 12:00:00,0,12,0,68.0
2025-04-14 13:00:00,0,13,0,67.0
2025-04-14 14:00:00,0,14,0,55.0
2025-04-14 15:00:00,0,15,0,47.0
2025-04-14 16:00:00,0,16,0,34.0
2025-04-14 17:00:00,0,17,0,44.0
2025-04-14 18:00:00,0,18,0,50.0
2025-04-14 19:00:00,0,19,0,35.0
2025-04-14 20:00:00,0,20,0,50.0
2025-04-15 08:00:00,1,8,0,60.0
2025-04-15 09:00:00,1,9,0,35.0
2025-04-15 10:00:00,1,10,0,37.0
2025-04-15 11:00:00,1,11,0,46.0
2025-04-15 12:00:00,1,12,0,70.0
2025-04-15 13:00:00,1,13,0,47.0
2025-04-15 14:00:00,1,14,0,59.0
2025-04-15 15:00:00,1,15,0,59.0
2025-04-15 16:00:00,1,16,0,40.0
2025-04-15 17:00:00,1,17,0,43.0
2025-04-15 18:00:00,1,18,0,49.0
2025-04-15 19:00:00,1,19,0,40.0
2025-04-15 20:00:00,1,20,0,51.0
2025-04-16 08:00:00,2,8,0,46.0
2025-04-16 09:00:00,2,9,0,30.0
2025-04-16 10:00:00,2,10,0,48.0
2025-04-16 11:00:00,2,11,0,39.0
2025-04-16 12:00:00,2,12,0,67.0
2025-04-16 13:00:00,2,13,0,52.0
2025-04-16 14:00:00,2,14,0,52.0
2025-04-16 15:00:00,2,15,0,48.0
